Precinct,Race,Candidate,Total Votes
4026 BS 3,"For Council, City of San Antonio, District 3",,Day
4026 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 73 32.74% 11,25
4026 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 150 67.26% 31,49
4027 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4027 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4027 BS 3,"For Council, City of San Antonio, District 3",,Day
4027 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 50 35.46% 14,15
4027 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 91 64.54% 6,31
4028 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4028 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4028 BS 3,"For Council, City of San Antonio, District 3",,Day
4028 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 96 44.44% 29,23
4028 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 120 55.56% 29,40
4029 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4029 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4029 BS 4,"For Council, City of San Antonio, District 2",,Day
4029 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 35 24.48% 9,12
4029 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 108 75.52% 30,22
4030 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4030 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4030 BS 4,"For Council, City of San Antonio, District 2",,Day
4030 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 16 55.17% 2,6
4030 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 13 44.83% 2,4
4031 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4031 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4031 BS 3,"For Council, City of San Antonio, District 3",,Day
4031 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 44 39.64% 8,12
4031 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 67 60.36% 12,23
4032 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4032 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4032 BS 3,"For Council, City of San Antonio, District 3",,Day
4032 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 40 30.30% 14,13
4032 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 92 69.70% 12,29
4033 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4033 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4033 BS 3,"For Council, City of San Antonio, District 3",,Day
4033 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 89 37.40% 27,30
4033 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 149 62.60% 38,49
4034 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4034 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4034 BS 3,"For Council, City of San Antonio, District 3",,Day
4034 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 52 39.69% 12,20
4034 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 79 60.31% 13,37
4035 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4035 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4035 BS 4,"For Council, City of San Antonio, District 2",,Day
4035 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 0 0,0
4035 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 0 0,0
4036 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4036 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4036 BS 4,"For Council, City of San Antonio, District 2",,Day
4036 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 146 47.71% 22,38
4036 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 160 52.29% 15,33
4037 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4037 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4037 BS 4,"For Council, City of San Antonio, District 2",,Day
4037 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 78 61.42% 9,17
4037 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 49 38.58% 10,13
4039 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4039 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4039 BS 4,"For Council, City of San Antonio, District 2",,Day
4039 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 90 56.60% 18,18
4039 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 69 43.40% 14,9
4040 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4040 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4040 BS 4,"For Council, City of San Antonio, District 2",,Day
4040 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 65 50.39% 13,18
4040 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 64 49.61% 13,14
4041 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4041 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4041 BS 4,"For Council, City of San Antonio, District 2",,Day
4041 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 127 60.48% 17,30
4041 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 83 39.52% 9,15
4042 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4042 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4042 BS 4,"For Council, City of San Antonio, District 2",,Day
4042 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 2 40.00% 1,0
4042 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 3 60.00% 3,0
4044 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4044 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4044 BS 4,"For Council, City of San Antonio, District 2",,Day
4044 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 31 33.33% 12,15
4044 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 62 66.67% 22,9
4045 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4045 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4045 BS 4,"For Council, City of San Antonio, District 2",,Day
4045 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 52 23.96% 19,14
4045 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 165 76.04% 41,47
4047 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4047 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4047 BS 4,"For Council, City of San Antonio, District 2",,Day
4047 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 41 26.11% 12,15
4047 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 116 73.89% 33,22
4048 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4048 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4048 BS 3,"For Council, City of San Antonio, District 3",,Day
4048 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 51 36.17% 9,14
4048 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 90 63.83% 23,27
4049 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4049 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4049 BS 4,"For Council, City of San Antonio, District 2",,Day
4049 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 52 40.62% 19,13
4049 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 76 59.38% 23,17
4062 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4062 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4062 BS 3,"For Council, City of San Antonio, District 3",,Day
4062 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 10 34.48% 0,7
4062 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 19 65.52% 0,12
4063 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4063 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4063 BS 4,"For Council, City of San Antonio, District 2",,Day
4063 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 15 29.41% 1,10
4063 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 36 70.59% 7,5
4065 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4065 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4065 BS 4,"For Council, City of San Antonio, District 2",,Day
4065 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 74 41.11% 28,14
4065 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 106 58.89% 41,19
4068 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4068 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4068 BS 4,"For Council, City of San Antonio, District 2",,Day
4068 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 4 50.00% 0,2
4068 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 4 50.00% 1,1
4070 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4070 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4070 BS 4,"For Council, City of San Antonio, District 2",,Day
4070 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 126 42.71% 30,18
4070 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 169 57.29% 31,26
4075 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4075 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4075 BS 4,"For Council, City of San Antonio, District 2",,Day
4075 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 8 20.51% 2,0
4075 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 31 79.49% 11,7
4076 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4076 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4076 BS 4,"For Council, City of San Antonio, District 2",,Day
4076 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 51 34.93% 21,14
4076 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 95 65.07% 38,15
4077 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4077 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4077 BS 4,"For Council, City of San Antonio, District 2",,Day
4077 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 75 37.31% 15,12
4077 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 126 62.69% 32,9
4082 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4082 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4082 BS 4,"For Council, City of San Antonio, District 2",,Day
4082 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 50 48.54% 8,15
4082 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 53 51.46% 7,13
4084 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4084 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4084 BS 4,"For Council, City of San Antonio, District 2",,Day
4084 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 28 60.87% 7,4
4084 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 18 39.13% 1,5
4091 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4091 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4091 BS 4,"For Council, City of San Antonio, District 2",,Day
4091 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 22 25.29% 3,1
4091 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 65 74.71% 11,15
4101 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4101 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4101 BS 4,"For Council, City of San Antonio, District 2",,Day
4101 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 0 0,0
4101 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 0 0,0
4102 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4102 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4102 BS 4,"For Council, City of San Antonio, District 2",,Day
4102 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 4 11.76% 2,1
4102 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 30 88.24% 6,9
4103 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4103 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4103 BS 3,"For Council, City of San Antonio, District 3",,Day
4103 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 0 0,0
4103 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 0 0,0
4106 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4106 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4106 BS 4,"For Council, City of San Antonio, District 2",,Day
4106 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 11 50.00% 1,7
4106 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 11 50.00% 3,4
4110 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4110 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4110 BS 4,"For Council, City of San Antonio, District 2",,Day
4110 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 30 15.46% 9,4
4110 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 164 84.54% 52,9
4111 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4111 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4111 BS 4,"For Council, City of San Antonio, District 2",,Day
4111 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 9 90.00% 1,1
4111 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 1 10.00% 1,0
4113 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4113 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4113 BS 4,"For Council, City of San Antonio, District 2",,Day
4113 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 38 49.35% 11,7
4113 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 39 50.65% 11,6
4117 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4117 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4117 BS 4,"For Council, City of San Antonio, District 2",,Day
4117 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 21 32.81% 6,8
4117 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 43 67.19% 7,13
4119 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4119 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4119 BS 4,"For Council, City of San Antonio, District 2",,Day
4119 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 9 17.31% 3,0
4119 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 43 82.69% 17,2
4120 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4120 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4120 BS 4,"For Council, City of San Antonio, District 2",,Day
4120 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 14 77.78% 5,6
4120 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 4 22.22% 0,3
4122 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4122 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4122 BS 4,"For Council, City of San Antonio, District 2",,Day
4122 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 1 6.25% 0,0
4122 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 15 93.75% 1,7
4123 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4123 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4123 BS 4,"For Council, City of San Antonio, District 2",,Day
4123 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 5 27.78% 0,0
4123 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 13 72.22% 4,1
4124 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4124 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4124 BS 3,"For Council, City of San Antonio, District 3",,Day
4124 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 39 33.05% 6,14
4124 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 79 66.95% 8,26
4125 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4125 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4125 BS 4,"For Council, City of San Antonio, District 2",,Day
4125 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 1 33.33% 0,0
4125 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 2 66.67% 0,1
4127 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4127 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4127 BS 4,"For Council, City of San Antonio, District 2",,Day
4127 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 0 0,0
4127 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 0 0,0
4128 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4128 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4128 BS 4,"For Council, City of San Antonio, District 2",,Day
4128 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 10 33.33% 6,0
4128 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 20 66.67% 1,3
4131 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4131 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4131 BS 4,"For Council, City of San Antonio, District 2",,Day
4131 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 2 20.00% 1,1
4131 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 8 80.00% 4,1
4134 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4134 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4134 BS 4,"For Council, City of San Antonio, District 2",,Day
4134 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 0 0,0
4134 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 0 0,0
4135 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4135 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4135 BS 4,"For Council, City of San Antonio, District 2",,Day
4135 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 0 0,0
4135 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 0 0,0
4136 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4136 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4136 BS 4,"For Council, City of San Antonio, District 2",,Day
4136 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 2 33.33% 0,0
4136 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 4 66.67% 3,0
4139 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4139 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4139 BS 4,"For Council, City of San Antonio, District 2",,Day
4139 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 0 0,0
4139 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 0 0,0
4141 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4141 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4141 BS 4,"For Council, City of San Antonio, District 2",,Day
4141 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 5 55.56% 0,3
4141 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 4 44.44% 0,1
4142 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4142 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4142 BS 4,"For Council, City of San Antonio, District 2",,Day
4142 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 18 60.00% 6,3
4142 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 12 40.00% 1,8
4147 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4147 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4147 BS 4,"For Council, City of San Antonio, District 2",,Day
4147 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 13 46.43% 5,0
4147 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 15 53.57% 1,3
4149 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4149 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4149 BS 4,"For Council, City of San Antonio, District 2",,Day
4149 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 8 53.33% 4,0
4149 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 7 46.67% 2,2
4153 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4153 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4153 BS 3,"For Council, City of San Antonio, District 3",,Day
4153 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 4 50.00% 0,2
4153 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 4 50.00% 0,0
4154 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4154 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4154 BS 4,"For Council, City of San Antonio, District 2",,Day
4154 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 22 47.83% 7,7
4154 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 24 52.17% 10,4
4155 BS 1,"For Council, City of San Antonio, District 1",Vote,For
4155 BS 1,"For Council, City of San Antonio, District 1",TOTAL VOTE % Election,Absentee
4155 BS 1,"For Council, City of San Antonio, District 1",,Day
4155 BS 1,"For Council, City of San Antonio, District 1",Mario Bravo 152 43.30% 64,13
4155 BS 1,"For Council, City of San Antonio, District 1",Roberto C. Treviño 199 56.70% 54,16
4156 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4156 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4156 BS 4,"For Council, City of San Antonio, District 2",,Day
4156 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 27 54.00% 13,1
4156 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 23 46.00% 11,4
4157 BS 1,"For Council, City of San Antonio, District 1",Vote,For
4157 BS 1,"For Council, City of San Antonio, District 1",TOTAL VOTE % Election,Absentee
4157 BS 1,"For Council, City of San Antonio, District 1",,Day
4157 BS 1,"For Council, City of San Antonio, District 1",Mario Bravo 106 43.62% 38,15
4157 BS 1,"For Council, City of San Antonio, District 1",Roberto C. Treviño 137 56.38% 42,16
4159 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4159 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4159 BS 4,"For Council, City of San Antonio, District 2",,Day
4159 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 2 100.00% 0,2
4159 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 0 0.00% 0,0
4161 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4161 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4161 BS 4,"For Council, City of San Antonio, District 2",,Day
4161 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 15 62.50% 7,3
4161 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 9 37.50% 5,1
4165 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4165 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4165 BS 3,"For Council, City of San Antonio, District 3",,Day
4165 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 1 100.00% 0,1
4165 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 0 0.00% 0,0
4166 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4166 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4166 BS 4,"For Council, City of San Antonio, District 2",,Day
4166 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 0 0.00% 0,0
4166 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 6 100.00% 5,1
4167 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4167 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4167 BS 4,"For Council, City of San Antonio, District 2",,Day
4167 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 1 50.00% 0,0
4167 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 1 50.00% 0,0
4175 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4175 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4175 BS 4,"For Council, City of San Antonio, District 2",,Day
4175 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 0 0,0
4175 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 0 0,0
4177 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4177 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4177 BS 4,"For Council, City of San Antonio, District 2",,Day
4177 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 4 100.00% 0,0
4177 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 0 0.00% 0,0
4178 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4178 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4178 BS 4,"For Council, City of San Antonio, District 2",,Day
4178 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 0 0.00% 0,0
4178 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 1 100.00% 0,0
